,confirmed_death,confirmed_cases,date,state
12890,1083,217154,2021-02-02,as
12891,1503,259660,2021-02-02,br
12892,334,20957,2021-02-02,ch
12893,3706,305689,2021-02-02,ct
12894,10856,635217,2021-02-02,dl
12895,2,3398,2021-02-02,dn_dd
12896,768,53469,2021-02-02,ga
12897,4388,261838,2021-02-02,gj
12898,979,57561,2021-02-02,hp
12899,3022,267989,2021-02-02,hr
12900,1073,118734,2021-02-02,jh
12901,1936,124550,2021-02-02,jk
12902,12220,939775,2021-02-02,ka
12903,3760,932637,2021-02-02,kl
12904,130,9724,2021-02-02,la
12905,0,99,2021-02-02,ld
12906,51109,2028347,2021-02-02,mh
12907,146,13764,2021-02-02,ml
12908,371,29072,2021-02-02,mn
12909,3812,255263,2021-02-02,mp
12910,9,4373,2021-02-02,mz
12911,88,12099,2021-02-02,nl
12912,1906,335151,2021-02-02,or
12913,5616,173470,2021-02-02,pb
12914,651,39096,2021-02-02,py
12915,2766,317587,2021-02-02,rj
12916,135,6091,2021-02-02,sk
12917,1602,294739,2021-02-02,tg
12918,12363,838842,2021-02-02,tn
12919,391,33351,2021-02-02,tr
12920,8662,600470,2021-02-02,up
12921,1648,96180,2021-02-02,ut
12922,10179,570177,2021-02-02,wb
12923,62,4994,2021-02-03,an
12924,7156,888004,2021-02-03,ap
12925,56,16829,2021-02-03,ar
12926,1083,217161,2021-02-03,as
12927,1505,259781,2021-02-03,br
12928,335,20979,2021-02-03,ch
12929,3711,306019,2021-02-03,ct
12930,10858,635331,2021-02-03,dl
12931,2,3398,2021-02-03,dn_dd
12932,768,53575,2021-02-03,ga
12933,4389,262123,2021-02-03,gj
12934,980,57587,2021-02-03,hp
12935,3023,268067,2021-02-03,hr
12936,1075,118793,2021-02-03,jh
12937,1938,124594,2021-02-03,jk
12938,12223,940170,2021-02-03,ka
12939,3776,938353,2021-02-03,kl
12940,130,9726,2021-02-03,la
12941,0,119,2021-02-03,ld
12942,51139,2030274,2021-02-03,mh
12943,147,13768,2021-02-03,ml
12944,371,29077,2021-02-03,mn
12945,3815,255431,2021-02-03,mp
12946,9,4376,2021-02-03,mz
12947,88,12101,2021-02-03,nl
12948,1906,335211,2021-02-03,or
12949,5628,173674,2021-02-03,pb
12950,651,39123,2021-02-03,py
12951,2768,317674,2021-02-03,rj
12952,135,6096,2021-02-03,sk
12953,1604,294924,2021-02-03,tg
12954,12367,839352,2021-02-03,tn
12955,391,33351,2021-02-03,tr
12956,8668,600642,2021-02-03,up
12957,1651,96227,2021-02-03,ut
12958,10188,570380,2021-02-03,wb
12959,62,4994,2021-02-04,an
12960,7157,888099,2021-02-04,ap
12961,56,16829,2021-02-04,ar
12962,1083,217175,2021-02-04,as
12963,1508,259858,2021-02-04,br
12964,336,21015,2021-02-04,ch
12965,3718,306370,2021-02-04,ct
12966,10864,635481,2021-02-04,dl
12967,2,3398,2021-02-04,dn_dd
12968,768,53638,2021-02-04,ga
12969,4391,262406,2021-02-04,gj
12970,981,57646,2021-02-04,hp
12971,3024,268136,2021-02-04,hr
12972,1077,118839,2021-02-04,jh
12973,1941,124659,2021-02-04,jk
12974,12225,940596,2021-02-04,ka
12975,3796,944709,2021-02-04,kl
12976,130,9735,2021-02-04,la
12977,0,122,2021-02-04,ld
12978,51169,2033266,2021-02-04,mh
12979,147,13774,2021-02-04,ml
12980,372,29086,2021-02-04,mn
12981,3816,255689,2021-02-04,mp
12982,9,4376,2021-02-04,mz
12983,88,12117,2021-02-04,nl
12984,1906,335282,2021-02-04,or
12985,5628,173861,2021-02-04,pb
12986,652,39146,2021-02-04,py
12987,2770,317766,2021-02-04,rj
12988,135,6098,2021-02-04,sk
12989,1606,295101,2021-02-04,tg
12990,12371,839866,2021-02-04,tn
12991,391,33351,2021-02-04,tr
12992,8674,600837,2021-02-04,up
12993,1655,96281,2021-02-04,ut
12994,10195,570581,2021-02-04,wb
12995,62,4994,2021-02-05,an
12996,7157,888178,2021-02-05,ap
12997,56,16829,2021-02-05,ar
12998,1084,217186,2021-02-05,as
12999,1510,259936,2021-02-05,br
13000,337,21036,2021-02-05,ch
13001,3724,306743,2021-02-05,ct
13002,10871,635639,2021-02-05,dl
13003,2,3398,2021-02-05,dn_dd
13004,770,53717,2021-02-05,ga
13005,4392,262681,2021-02-05,gj
13006,982,57693,2021-02-05,hp
13007,3026,268209,2021-02-05,hr
13008,1077,118897,2021-02-05,jh
13009,1943,124719,2021-02-05,jk
13010,12227,941070,2021-02-05,ka
13011,3813,950811,2021-02-05,kl
13012,130,9740,2021-02-05,la
13013,0,126,2021-02-05,ld
13014,51215,2036002,2021-02-05,mh
13015,147,13794,2021-02-05,ml
13016,372,29099,2021-02-05,mn
13017,3818,255855,2021-02-05,mp
13018,9,4376,2021-02-05,mz
13019,88,12121,2021-02-05,nl
13020,1907,335369,2021-02-05,or
13021,5635,174057,2021-02-05,pb
13022,652,39185,2021-02-05,py
13023,2771,317905,2021-02-05,rj
13024,135,6103,2021-02-05,sk
13025,1607,295270,2021-02-05,tg
13026,12375,840360,2021-02-05,tn
13027,391,33352,2021-02-05,tr
13028,8680,600970,2021-02-05,up
13029,1659,96384,2021-02-05,ut
13030,10199,570787,2021-02-05,wb
13031,62,4997,2021-02-06,an
13032,7158,888275,2021-02-06,ap
13033,56,16829,2021-02-06,ar
13034,1084,217193,2021-02-06,as
13035,1512,260034,2021-02-06,br
13036,338,21060,2021-02-06,ch
13037,3732,307079,2021-02-06,ct
13038,10873,635793,2021-02-06,dl
13039,2,3398,2021-02-06,dn_dd
13040,770,53773,2021-02-06,ga
13041,4393,262948,2021-02-06,gj
13042,982,57764,2021-02-06,hp
13043,3027,268293,2021-02-06,hr
13044,1077,118938,2021-02-06,jh
13045,1944,124785,2021-02-06,jk
13046,12230,941500,2021-02-06,ka
13047,3832,956421,2021-02-06,kl
13048,130,9743,2021-02-06,la
13049,0,141,2021-02-06,ld
13050,51255,2038630,2021-02-06,mh
13051,147,13821,2021-02-06,ml
13052,372,29110,2021-02-06,mn
13053,3819,256017,2021-02-06,mp
13054,9,4381,2021-02-06,mz
13055,88,12126,2021-02-06,nl
13056,1908,335466,2021-02-06,or
13057,5635,174256,2021-02-06,pb
13058,654,39235,2021-02-06,py
13059,2771,318021,2021-02-06,rj
13060,135,6105,2021-02-06,sk
13061,1608,295431,2021-02-06,tg
13062,12379,840849,2021-02-06,tn
13063,391,33352,2021-02-06,tr
13064,8682,601128,2021-02-06,up
13065,1662,96431,2021-02-06,ut
13066,10201,570981,2021-02-06,wb
13067,62,5000,2021-02-07,an
13068,7159,888350,2021-02-07,ap
13069,56,16830,2021-02-07,ar
13070,1084,217202,2021-02-07,as
13071,1515,260095,2021-02-07,br
13072,339,21088,2021-02-07,ch
13073,3735,307339,2021-02-07,ct
13074,10877,635916,2021-02-07,dl
13075,2,3398,2021-02-07,dn_dd
13076,770,53838,2021-02-07,ga
13077,4394,263200,2021-02-07,gj
13078,983,57851,2021-02-07,hp
13079,3027,268364,2021-02-07,hr
13080,1077,118979,2021-02-07,jh
13081,1944,124850,2021-02-07,jk
13082,12233,942031,2021-02-07,ka
13083,3848,962363,2021-02-07,kl
13084,130,9744,2021-02-07,la
13085,0,151,2021-02-07,ld
13086,51280,2041398,2021-02-07,mh
13087,147,13845,2021-02-07,ml
13088,372,29117,2021-02-07,mn
13089,3820,256214,2021-02-07,mp
13090,9,4382,2021-02-07,mz
13091,88,12148,2021-02-07,nl
13092,1909,335548,2021-02-07,or
13093,5640,174439,2021-02-07,pb
13094,654,39270,2021-02-07,py
13095,2772,318118,2021-02-07,rj
13096,135,6108,2021-02-07,sk
13097,1610,295581,2021-02-07,tg
13098,12382,841326,2021-02-07,tn
13099,391,33352,2021-02-07,tr
13100,8686,601272,2021-02-07,up
13101,1664,96478,2021-02-07,ut
13102,10202,571178,2021-02-07,wb
13103,62,5001,2021-02-08,an
13104,7159,888423,2021-02-08,ap
13105,56,16830,2021-02-08,ar
13106,1084,217210,2021-02-08,as
13107,1516,260270,2021-02-08,br
13108,340,21107,2021-02-08,ch
13109,3741,307525,2021-02-08,ct
13110,10879,636035,2021-02-08,dl
13111,2,3398,2021-02-08,dn_dd
13112,772,53880,2021-02-08,ga
13113,4395,263444,2021-02-08,gj
13114,984,57896,2021-02-08,hp
13115,3029,268431,2021-02-08,hr
13116,1078,119017,2021-02-08,jh
13117,1944,124909,2021-02-08,jk
13118,12236,942518,2021-02-08,ka
13119,3867,968438,2021-02-08,kl
13120,130,9747,2021-02-08,la
13121,0,153,2021-02-08,ld
13122,51310,2044071,2021-02-08,mh
13123,147,13885,2021-02-08,ml
13124,373,29126,2021-02-08,mn
13125,3820,256398,2021-02-08,mp
13126,9,4383,2021-02-08,mz
13127,88,12158,2021-02-08,nl
13128,1909,335620,2021-02-08,or
13129,5642,174646,2021-02-08,pb
13130,654,39292,2021-02-08,py
13131,2772,318193,2021-02-08,rj
13132,135,6110,2021-02-08,sk
13133,1611,295682,2021-02-08,tg
13134,12383,841797,2021-02-08,tn
13135,391,33352,2021-02-08,tr
13136,8687,601385,2021-02-08,up
13137,1668,96493,2021-02-08,ut
13138,10207,571371,2021-02-08,wb
13139,62,5005,2021-02-09,an
13140,7160,888485,2021-02-09,ap
13141,56,16831,2021-02-09,ar
13142,1085,217229,2021-02-09,as
13143,1517,260670,2021-02-09,br
13144,341,21133,2021-02-09,ch
13145,3744,307790,2021-02-09,ct
13146,10882,636160,2021-02-09,dl
13147,2,3398,2021-02-09,dn_dd
13148,772,53937,2021-02-09,ga
13149,4396,263676,2021-02-09,gj
13150,984,57925,2021-02-09,hp
13151,3029,268507,2021-02-09,hr
13152,1078,119055,2021-02-09,jh
13153,1944,124952,2021-02-09,jk
13154,12239,942846,2021-02-09,ka
13155,3883,972180,2021-02-09,kl
13156,130,9753,2021-02-09,la
13157,0,154,2021-02-09,ld
13158,51325,2046287,2021-02-09,mh
13159,148,13886,2021-02-09,ml
13160,373,29130,2021-02-09,mn
13161,3823,256591,2021-02-09,mp
13162,9,4386,2021-02-09,mz
13163,88,12160,2021-02-09,nl
13164,1910,335692,2021-02-09,or
13165,5653,174838,2021-02-09,pb
13166,655,39318,2021-02-09,py
13167,2774,318294,2021-02-09,rj
13168,135,6110,2021-02-09,sk
13169,1612,295831,2021-02-09,tg
13170,12387,842261,2021-02-09,tn
13171,391,33353,2021-02-09,tr
13172,8691,601455,2021-02-09,up
13173,1671,96536,2021-02-09,ut
13174,10209,571490,2021-02-09,wb
13175,62,5007,2021-02-10,an
13176,7160,888555,2021-02-10,ap
13177,56,16831,2021-02-10,ar
13178,1086,217256,2021-02-10,as
13179,1518,261092,2021-02-10,br
13180,342,21154,2021-02-10,ch
13181,3746,307996,2021-02-10,ct
13182,10882,636260,2021-02-10,dl
13183,2,3398,2021-02-10,dn_dd
13184,774,53996,2021-02-10,ga
13185,4397,263910,2021-02-10,gj
13186,987,57993,2021-02-10,hp
13187,3033,268600,2021-02-10,hr
13188,1078,119116,2021-02-10,jh
13189,1944,125007,2021-02-10,jk
13190,12241,943212,2021-02-10,ka
13191,3902,977394,2021-02-10,kl
13192,130,9758,2021-02-10,la
13193,0,166,2021-02-10,ld
13194,51360,2048802,2021-02-10,mh
13195,148,13893,2021-02-10,ml
13196,373,29137,2021-02-10,mn
13197,3825,256758,2021-02-10,mp
13198,9,4388,2021-02-10,mz
13199,88,12166,2021-02-10,nl
13200,1910,335797,2021-02-10,or
13201,5661,175023,2021-02-10,pb
13202,655,39353,2021-02-10,py
13203,2774,318384,2021-02-10,rj
13204,135,6110,2021-02-10,sk
13205,1613,295988,2021-02-10,tg
13206,12391,842730,2021-02-10,tn
13207,391,33353,2021-02-10,tr
13208,8691,601562,2021-02-10,up
13209,1673,96590,2021-02-10,ut
13210,10215,571636,2021-02-10,wb
13211,62,5007,2021-02-11,an
13212,7161,888605,2021-02-11,ap
13213,56,16831,2021-02-11,ar
13214,1086,217267,2021-02-11,as
13215,1520,261511,2021-02-11,br
13216,343,21171,2021-02-11,ch
13217,3755,308218,2021-02-11,ct
13218,10884,636387,2021-02-11,dl
13219,2,3398,2021-02-11,dn_dd
13220,776,54068,2021-02-11,ga
13221,4397,264165,2021-02-11,gj
13222,988,58076,2021-02-11,hp
13223,3033,268677,2021-02-11,hr
13224,1081,119161,2021-02-11,jh
13225,1945,125052,2021-02-11,jk
13226,12244,943627,2021-02-11,ka
13227,3920,983374,2021-02-11,kl
13228,130,9762,2021-02-11,la
13229,0,181,2021-02-11,ld
13230,51390,2052253,2021-02-11,mh
13231,148,13924,2021-02-11,ml
13232,373,29148,2021-02-11,mn
13233,3827,256899,2021-02-11,mp
13234,9,4390,2021-02-11,mz
13235,88,12168,2021-02-11,nl
13236,1910,335889,2021-02-11,or
13237,5675,175252,2021-02-11,pb
13238,656,39372,2021-02-11,py
13239,2777,318491,2021-02-11,rj
13240,135,6111,2021-02-11,sk
13241,1613,296134,2021-02-11,tg
13242,12396,843209,2021-02-11,tn
13243,391,33353,2021-02-11,tr
13244,8696,601723,2021-02-11,up
13245,1673,96625,2021-02-11,ut
13246,10220,571815,2021-02-11,wb
13247,62,5007,2021-02-12,an
13248,7161,888692,2021-02-12,ap
13249,56,16832,2021-02-12,ar
13250,1086,217277,2021-02-12,as
13251,1521,261568,2021-02-12,br
13252,344,21184,2021-02-12,ch
13253,3759,308472,2021-02-12,ct
13254,10886,636529,2021-02-12,dl
13255,2,3398,2021-02-12,dn_dd
13256,776,54113,2021-02-12,ga
13257,4399,264450,2021-02-12,gj
13258,989,58112,2021-02-12,hp
13259,3034,268783,2021-02-12,hr
13260,1081,119206,2021-02-12,jh
13261,1947,125117,2021-02-12,jk
13262,12251,944057,2021-02-12,ka
13263,3936,988655,2021-02-12,kl
13264,130,9762,2021-02-12,la
13265,0,187,2021-02-12,ld
13266,51415,2052905,2021-02-12,mh
13267,148,13931,2021-02-12,ml
13268,373,29155,2021-02-12,mn
13269,3828,257068,2021-02-12,mp
13270,9,4391,2021-02-12,mz
13271,88,12175,2021-02-12,nl
13272,1910,335984,2021-02-12,or
13273,5682,175558,2021-02-12,pb
13274,656,39397,2021-02-12,py
13275,2779,318602,2021-02-12,rj
13276,135,6113,2021-02-12,sk
13277,1614,296277,2021-02-12,tg
13278,12402,843690,2021-02-12,tn
13279,391,33353,2021-02-12,tr
13280,8696,601898,2021-02-12,up
13281,1676,96673,2021-02-12,ut
13282,10225,572032,2021-02-12,wb
13283,62,5007,2021-02-13,an
13284,7162,888760,2021-02-13,ap
13285,56,16832,2021-02-13,ar
13286,1086,217285,2021-02-13,as
13287,1522,261646,2021-02-13,br
13288,344,21203,2021-02-13,ch
13289,3766,308701,2021-02-13,ct
13290,10889,636670,2021-02-13,dl
13291,2,3398,2021-02-13,dn_dd
13292,777,54152,2021-02-13,ga
13293,4400,264718,2021-02-13,gj
13294,990,58142,2021-02-13,hp
13295,3035,268887,2021-02-13,hr
13296,1081,119242,2021-02-13,jh
13297,1948,125208,2021-02-13,jk
13298,12259,944437,2021-02-13,ka
13299,3954,994052,2021-02-13,kl
13300,130,9763,2021-02-13,la
13301,0,188,2021-02-13,ld
13302,51451,2056575,2021-02-13,mh
13303,148,13932,2021-02-13,ml
13304,373,29166,2021-02-13,mn
13305,3829,257229,2021-02-13,mp
13306,9,4392,2021-02-13,mz
13307,88,12176,2021-02-13,nl
13308,1910,336042,2021-02-13,or
13309,5690,175804,2021-02-13,pb
13310,656,39416,2021-02-13,py
13311,2780,318710,2021-02-13,rj
13312,135,6116,2021-02-13,sk
13313,1614,296428,2021-02-13,tg
13314,12408,844173,2021-02-13,tn
13315,391,33353,2021-02-13,tr
13316,8698,602001,2021-02-13,up
13317,1678,96722,2021-02-13,ut
13318,10229,572220,2021-02-13,wb
13319,62,5009,2021-02-14,an
13320,7162,888814,2021-02-14,ap
13321,56,16832,2021-02-14,ar
13322,1087,217288,2021-02-14,as
13323,1524,261690,2021-02-14,br
13324,345,21220,2021-02-14,ch
13325,3771,308930,2021-02-14,ct
13326,10889,636796,2021-02-14,dl
13327,2,3400,2021-02-14,dn_dd
13328,778,54193,2021-02-14,ga
13329,4400,264997,2021-02-14,gj
13330,992,58201,2021-02-14,hp
13331,3039,268969,2021-02-14,hr
13332,1082,119283,2021-02-14,jh
13333,1949,125268,2021-02-14,jk
13334,12263,944856,2021-02-14,ka
13335,3970,999523,2021-02-14,kl
13336,130,9765,2021-02-14,la
13337,0,224,2021-02-14,ld
13338,51489,2060186,2021-02-14,mh
13339,148,13937,2021-02-14,ml
13340,373,29183,2021-02-14,mn
13341,3829,257423,2021-02-14,mp
13342,9,4392,2021-02-14,mz
13343,88,12183,2021-02-14,nl
13344,1910,336101,2021-02-14,or
13345,5694,176064,2021-02-14,pb
13346,656,39440,2021-02-14,py
13347,2781,318820,2021-02-14,rj
13348,135,6116,2021-02-14,sk
13349,1616,296574,2021-02-14,tg
13350,12413,844650,2021-02-14,tn
13351,391,33353,2021-02-14,tr
13352,8699,602089,2021-02-14,up
13353,1680,96766,2021-02-14,ut
13354,10230,572405,2021-02-14,wb
13355,62,5009,2021-02-15,an
13356,7162,888869,2021-02-15,ap
13357,56,16832,2021-02-15,ar
13358,1087,217293,2021-02-15,as
13359,1525,261741,2021-02-15,br
13360,346,21238,2021-02-15,ch
13361,3772,309099,2021-02-15,ct
13362,10891,636946,2021-02-15,dl
13363,2,3400,2021-02-15,dn_dd
13364,779,54235,2021-02-15,ga
13365,4401,265244,2021-02-15,gj
13366,994,58222,2021-02-15,hp
13367,3039,269046,2021-02-15,hr
13368,1082,119316,2021-02-15,jh
13369,1951,125341,2021-02-15,jk
13370,12265,945270,2021-02-15,ka
13371,3985,1004135,2021-02-15,kl
13372,130,9767,2021-02-15,la
13373,0,233,2021-02-15,ld
13374,51529,2064278,2021-02-15,mh
13375,148,13942,2021-02-15,ml
13376,373,29196,2021-02-15,mn
13377,3834,257646,2021-02-15,mp
13378,9,4392,2021-02-15,mz
13379,88,12189,2021-02-15,nl
13380,1910,336174,2021-02-15,or
13381,5697,176296,2021-02-15,pb
13382,657,39448,2021-02-15,py
13383,2781,318923,2021-02-15,rj
13384,135,6118,2021-02-15,sk
13385,1618,296673,2021-02-15,tg
13386,12419,845120,2021-02-15,tn
13387,391,33353,2021-02-15,tr
13388,8702,602190,2021-02-15,up
13389,1680,96820,2021-02-15,ut
13390,10232,572595,2021-02-15,wb
13391,62,5009,2021-02-16,an
13392,7163,888899,2021-02-16,ap
13393,56,16833,2021-02-16,ar
13394,1089,217304,2021-02-16,as
13395,1527,261785,2021-02-16,br
13396,346,21264,2021-02-16,ch
13397,3777,309373,2021-02-16,ct
13398,10893,637087,2021-02-16,dl
13399,2,3400,2021-02-16,dn_dd
13400,781,54275,2021-02-16,ga
13401,4401,265493,2021-02-16,gj
13402,994,58243,2021-02-16,hp
13403,3039,269154,2021-02-16,hr
13404,1084,119354,2021-02-16,jh
13405,1951,125405,2021-02-16,jk
13406,12267,945638,2021-02-16,ka
13407,3998,1007019,2021-02-16,kl
13408,130,9773,2021-02-16,la
13409,0,234,2021-02-16,ld
13410,51552,2067643,2021-02-16,mh
13411,148,13942,2021-02-16,ml
13412,373,29204,2021-02-16,mn
13413,3838,257849,2021-02-16,mp
13414,10,4395,2021-02-16,mz
13415,88,12189,2021-02-16,nl
13416,1911,336262,2021-02-16,or
13417,5707,176520,2021-02-16,pb
13418,658,39468,2021-02-16,py
13419,2781,319005,2021-02-16,rj
13420,135,6118,2021-02-16,sk
13421,1619,296802,2021-02-16,tg
13422,12425,845575,2021-02-16,tn
13423,391,33353,2021-02-16,tr
13424,8704,602248,2021-02-16,up
13425,1680,96867,2021-02-16,ut
13426,10233,572728,2021-02-16,wb
13427,62,5013,2021-02-17,an
13428,7163,888959,2021-02-17,ap
13429,56,16833,2021-02-17,ar
13430,1089,217309,2021-02-17,as
13431,1528,261841,2021-02-17,br
13432,347,21293,2021-02-17,ch
13433,3783,309623,2021-02-17,ct
13434,10894,637181,2021-02-17,dl
13435,2,3400,2021-02-17,dn_dd
13436,784,54323,2021-02-17,ga
13437,4402,265756,2021-02-17,gj
13438,994,58262,2021-02-17,hp
13439,3040,269240,2021-02-17,hr
13440,1084,119394,2021-02-17,jh
13441,1951,125463,2021-02-17,jk
13442,12273,946076,2021-02-17,ka
13443,4016,1011956,2021-02-17,kl
13444,130,9779,2021-02-17,la
13445,0,251,2021-02-17,ld
13446,51591,2071306,2021-02-17,mh
13447,148,13944,2021-02-17,ml
13448,373,29213,2021-02-17,mn
13449,3841,258082,2021-02-17,mp
13450,10,4396,2021-02-17,mz
13451,90,12190,2021-02-17,nl
13452,1912,336322,2021-02-17,or
13453,5712,176767,2021-02-17,pb
13454,658,39488,2021-02-17,py
13455,2781,319065,2021-02-17,rj
13456,135,6121,2021-02-17,sk
13457,1620,296950,2021-02-17,tg
13458,12432,846026,2021-02-17,tn
13459,391,33355,2021-02-17,tr
13460,8704,602344,2021-02-17,up
13461,1682,96920,2021-02-17,ut
13462,10235,572879,2021-02-17,wb
13463,62,5014,2021-02-18,an
13464,7165,889010,2021-02-18,ap
13465,56,16833,2021-02-18,ar
13466,1090,217330,2021-02-18,as
13467,1529,261879,2021-02-18,br
13468,348,21322,2021-02-18,ch
13469,3788,309934,2021-02-18,ct
13470,10894,637315,2021-02-18,dl
13471,2,3402,2021-02-18,dn_dd
13472,786,54369,2021-02-18,ga
13473,4403,266034,2021-02-18,gj
13474,994,58296,2021-02-18,hp
13475,3041,269322,2021-02-18,hr
13476,1084,119439,2021-02-18,jh
13477,1951,125547,2021-02-18,jk
13478,12276,946454,2021-02-18,ka
13479,4032,1016848,2021-02-18,kl
13480,130,9782,2021-02-18,la
13481,0,261,2021-02-18,ld
13482,51631,2076093,2021-02-18,mh
13483,148,13945,2021-02-18,ml
13484,373,29223,2021-02-18,mn
13485,3842,258333,2021-02-18,mp
13486,10,4399,2021-02-18,mz
13487,90,12190,2021-02-18,nl
13488,1912,336397,2021-02-18,or
13489,5722,177101,2021-02-18,pb
13490,660,39506,2021-02-18,py
13491,2782,319166,2021-02-18,rj
13492,135,6121,2021-02-18,sk
13493,1622,297113,2021-02-18,tg
13494,12438,846480,2021-02-18,tn
13495,391,33357,2021-02-18,tr
13496,8707,602410,2021-02-18,up
13497,1683,96964,2021-02-18,ut
13498,10237,573012,2021-02-18,wb
13499,62,5014,2021-02-19,an
13500,7166,889077,2021-02-19,ap
13501,56,16836,2021-02-19,ar
13502,1091,217344,2021-02-19,as
13503,1531,261942,2021-02-19,br
13504,348,21352,2021-02-19,ch
13505,3790,310210,2021-02-19,ct
13506,10896,637445,2021-02-19,dl
13507,2,3402,2021-02-19,dn_dd
13508,786,54421,2021-02-19,ga
13509,4403,266297,2021-02-19,gj
13510,994,58312,2021-02-19,hp
13511,3042,269405,2021-02-19,hr
13512,1084,119477,2021-02-19,jh
13513,1954,125634,2021-02-19,jk
13514,12282,946860,2021-02-19,ka
13515,4046,1021432,2021-02-19,kl
13516,130,9783,2021-02-19,la
13517,0,263,2021-02-19,ld
13518,51669,2081520,2021-02-19,mh
13519,148,13946,2021-02-19,ml
13520,373,29225,2021-02-19,mn
13521,3844,258574,2021-02-19,mp
13522,10,4405,2021-02-19,mz
13523,91,12191,2021-02-19,nl
13524,1913,336460,2021-02-19,or
13525,5732,177376,2021-02-19,pb
13526,660,39526,2021-02-19,py
13527,2783,319270,2021-02-19,rj
13528,135,6126,2021-02-19,sk
13529,1623,297278,2021-02-19,tg
13530,12444,846937,2021-02-19,tn
13531,391,33366,2021-02-19,tr
13532,8709,602490,2021-02-19,up
13533,1684,97005,2021-02-19,ut
13534,10239,573193,2021-02-19,wb
13535,62,5014,2021-02-20,an
13536,7167,889156,2021-02-20,ap
13537,56,16836,2021-02-20,ar
13538,1091,217367,2021-02-20,as
13539,1532,262009,2021-02-20,br
13540,348,21371,2021-02-20,ch
13541,3793,310469,2021-02-20,ct
13542,10897,637603,2021-02-20,dl
13543,2,3402,2021-02-20,dn_dd
13544,787,54466,2021-02-20,ga
13545,4404,266563,2021-02-20,gj
13546,994,58344,2021-02-20,hp
13547,3042,269498,2021-02-20,hr
13548,1084,119528,2021-02-20,jh
13549,1954,125715,2021-02-20,jk
13550,12287,947246,2021-02-20,ka
13551,4061,1025937,2021-02-20,kl
13552,130,9785,2021-02-20,la
13553,0,272,2021-02-20,ld
13554,51713,2087632,2021-02-20,mh
13555,148,13951,2021-02-20,ml
13556,373,29230,2021-02-20,mn
13557,3846,258871,2021-02-20,mp
13558,10,4407,2021-02-20,mz
13559,91,12191,2021-02-20,nl
13560,1914,336513,2021-02-20,or
13561,5740,177759,2021-02-20,pb
13562,662,39540,2021-02-20,py
13563,2784,319363,2021-02-20,rj
13564,135,6127,2021-02-20,sk
13565,1623,297435,2021-02-20,tg
13566,12451,847385,2021-02-20,tn
13567,391,33392,2021-02-20,tr
13568,8712,602592,2021-02-20,up
13569,1686,97031,2021-02-20,ut
13570,10242,573387,2021-02-20,wb
13571,62,5014,2021-02-21,an
13572,7167,889210,2021-02-21,ap
13573,56,16836,2021-02-21,ar
13574,1091,217383,2021-02-21,as
13575,1534,262066,2021-02-21,br
13576,349,21397,2021-02-21,ch
13577,3795,310732,2021-02-21,ct
13578,10898,637755,2021-02-21,dl
13579,2,3402,2021-02-21,dn_dd
13580,787,54523,2021-02-21,ga
13581,4404,266821,2021-02-21,gj
13582,994,58366,2021-02-21,hp
13583,3042,269609,2021-02-21,hr
13584,1084,119565,2021-02-21,jh
13585,1954,125783,2021-02-21,jk
13586,12292,947736,2021-02-21,ka
13587,4074,1030587,2021-02-21,kl
13588,130,9786,2021-02-21,la
13589,0,277,2021-02-21,ld
13590,51753,2093913,2021-02-21,mh
13591,148,13952,2021-02-21,ml
13592,373,29233,2021-02-21,mn
13593,3850,259128,2021-02-21,mp
13594,10,4409,2021-02-21,mz
13595,91,12191,2021-02-21,nl
13596,1914,336578,2021-02-21,or
13597,5748,178111,2021-02-21,pb
13598,662,39569,2021-02-21,py
13599,2785,319461,2021-02-21,rj
13600,135,6128,2021-02-21,sk
13601,1624,297598,2021-02-21,tg
13602,12457,847823,2021-02-21,tn
13603,391,33393,2021-02-21,tr
13604,8714,602705,2021-02-21,up
13605,1686,97031,2021-02-21,ut
13606,10246,573580,2021-02-21,wb
13607,62,5014,2021-02-22,an
13608,7167,889298,2021-02-22,ap
13609,56,16836,2021-02-22,ar
13610,1091,217392,2021-02-22,as
13611,1535,262160,2021-02-22,br
13612,349,21425,2021-02-22,ch
13613,3800,310885,2021-02-22,ct
13614,10900,637900,2021-02-22,dl
13615,2,3402,2021-02-22,dn_dd
13616,787,54562,2021-02-22,ga
13617,4405,267104,2021-02-22,gj
13618,995,58385,2021-02-22,hp
13619,3042,269730,2021-02-22,hr
13620,1085,119596,2021-02-22,jh
13621,1954,125867,2021-02-22,jk
13622,12294,948149,2021-02-22,ka
13623,4089,1034657,2021-02-22,kl
13624,130,9786,2021-02-22,la
13625,0,280,2021-02-22,ld
13626,51788,2100884,2021-02-22,mh
13627,148,13952,2021-02-22,ml
13628,373,29237,2021-02-22,mn
13629,3854,259427,2021-02-22,mp
13630,10,4409,2021-02-22,mz
13631,91,12192,2021-02-22,nl
13632,1914,336636,2021-02-22,or
13633,5754,178459,2021-02-22,pb
13634,663,39592,2021-02-22,py
13635,2785,319543,2021-02-22,rj
13636,135,6132,2021-02-22,sk
13637,1625,297712,2021-02-22,tg
13638,12460,848275,2021-02-22,tn
13639,391,33394,2021-02-22,tr
13640,8715,602785,2021-02-22,up
13641,1687,97031,2021-02-22,ut
13642,10249,573762,2021-02-22,wb
13643,62,5015,2021-02-23,an
13644,7167,889339,2021-02-23,ap
13645,56,16836,2021-02-23,ar
